Name,Platform,Year of Release,Genre,Publisher,North America Sales,European Union Sales,Japan Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating,Platform_next,Year of Release_next,Genre_next,Publisher_next,North America Sales_next,European Union Sales_next,Japan Sales_next,Other Sales_next,Global Sales_next,Critic Score_next,Critic Count_next,User Score_next,User Count_next,Developer_next,Rating_next
Sega Soccer Slam,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,22.0,7.7,7.0,Black Box,E,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,,,
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,,,,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,,,,,,
DefCon 5,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,,,,,,,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01,0.07,,,,,,
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01,0.07,,,,,,,3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,,,,,,
Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,,,,,,,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,Interactive Brains,E10+
Deep Labyrinth,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,Interactive Brains,E10+,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,,,,,,
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,,,,,,,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,Point of View,M
Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,Point of View,M,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,Clover Studio,M
God Hand,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,Clover Studio,M,Wii,2006.0,Action,505 Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,0.0,0.0,0.07,0.0,0.07,,,,,,,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,,,,,,
Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,,,,,,,GBA,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,24.0,11.0,3.7,10.0,Powerhead Games,E
Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,24.0,11.0,3.7,10.0,Powerhead Games,E,PS2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,70.0,12.0,tbd,,SNK Playmore,T
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,70.0,12.0,tbd,,SNK Playmore,T,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,,,tbd,,Camelot Software Planning,E
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,,,tbd,,Camelot Software Planning,E,XB,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,,,tbd,,Electronic Arts,E
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,,,tbd,,Electronic Arts,E,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,,,tbd,,Humongous Entertainment,E
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,,,tbd,,Humongous Entertainment,E,PS2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73.0,19.0,9,6.0,Midway,E
RedCard 20-03,PS2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73.0,19.0,9,6.0,Midway,E,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,,,,,Gearbox Software,M
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,,,,,Gearbox Software,M,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6,6.0,Zed Two Limited,T
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6,6.0,Zed Two Limited,T,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,,XB,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,Reflections Interactive,M
Driver: Parallel Lines,XB,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,Reflections Interactive,M,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,,,,,,
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,,,,,,,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,,,,,,
everGirl,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,,,,,,,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,Doublesix,T
Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,Doublesix,T,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,Ubisoft,E
Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,Ubisoft,E,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,,,,,,
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,,,,,,,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,,,,,,
Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,,,,,,,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,tbd,,Collision Studios,E
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,tbd,,Collision Studios,E,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,Synetic,E
World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,Synetic,E,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+
X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,,,tbd,,Jupiter Multimedia,E
Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,,,tbd,,Jupiter Multimedia,E,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,tbd,,Virtuos,E10+
Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,tbd,,Virtuos,E10+,Wii,2009.0,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,,,tbd,,Konami,E
Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,,,tbd,,Konami,E,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,,,,
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,,,,,PS,2000.0,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,,,,,,
Card Games,PS,2000.0,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,,,,,,,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,,,,,,
Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,,,,,,,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,,,,,,
Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,,,,,,,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,,Wii,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,tbd,,Neko Entertainment,E
Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,tbd,,Neko Entertainment,E,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,74.0,6.0,tbd,,Empire Interactive,E
Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,74.0,6.0,tbd,,Empire Interactive,E,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,,,tbd,,Griptonite Games,E10+
Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,,,tbd,,Griptonite Games,E10+,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,,,tbd,,Coresoft,E
Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,,,tbd,,Coresoft,E,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,,,,,,
MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,,,,,,,XB,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,50.0,7.0,tbd,,Ubisoft,E
Rayman Arena,XB,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,50.0,7.0,tbd,,Ubisoft,E,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,,,,,,
Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,,,,,,,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,,,tbd,,Graffiti Entertainment,E
Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,,,tbd,,Graffiti Entertainment,E,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,SNK Playmore,T
The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,SNK Playmore,T,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,56.0,11.0,4.5,6.0,Kalypso,T
Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,56.0,11.0,4.5,6.0,Kalypso,T,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,,,,,,
Army Men: Green Rogue,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,,,,,,,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,tbd,,Epicenter Interactive,E
Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,tbd,,Epicenter Interactive,E,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,,,,,,
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,,,,,,,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,,,7.4,23.0,Sanzaru Games,E
Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,,,7.4,23.0,Sanzaru Games,E,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,From Software,T
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,From Software,T,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.9,47.0,Engine Software,T
Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.9,47.0,Engine Software,T,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,,,8.8,9.0,MagicWand,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,,,8.8,9.0,MagicWand,T,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,69.0,23.0,7.6,19.0,Team 17,T
Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,69.0,23.0,7.6,19.0,Team 17,T,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.07,,,6.3,4.0,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.07,,,6.3,4.0,Arc System Works,T,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6,25.0,Propaganda Games,T
TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6,25.0,Propaganda Games,T,WiiU,2014.0,Adventure,Namco Bandai Games,0.04,0.02,0.0,0.01,0.07,,,7,9.0,Vicious Cycle,E10+
Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,0.04,0.02,0.0,0.01,0.07,,,7,9.0,Vicious Cycle,E10+,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,,,,,,
Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,,,,,,,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,,,,
National Geographic Challenge!,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,,,,,PS2,2001.0,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,,,,,,
Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,,,,,,,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,27.0,7.8,66.0,Nippon Ichi Software,T
The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,27.0,7.8,66.0,Nippon Ichi Software,T,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,Zoo Games,E10+
Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,Zoo Games,E10+,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,24.0,tbd,,Harmonix Music Systems,E10+
Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,24.0,tbd,,Harmonix Music Systems,E10+,DS,,Action,THQ,0.06,0.0,0.0,0.0,0.07,48.0,11.0,6.1,10.0,Altron,T
Alex Rider: Stormbreaker,DS,,Action,THQ,0.06,0.0,0.0,0.0,0.07,48.0,11.0,6.1,10.0,Altron,T,PS2,2006.0,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,,,,,,
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,,,,,,,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.07,72.0,18.0,tbd,,Empire Interactive,E
Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.07,72.0,18.0,tbd,,Empire Interactive,E,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,
Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07,89.0,15.0,8.4,115.0,Studio Liverpool,E10+
WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07,89.0,15.0,8.4,115.0,Studio Liverpool,E10+,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,Interplay,M
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,Interplay,M,DS,2009.0,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,,,tbd,,Dreamcatcher,E
Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,,,tbd,,Dreamcatcher,E,3DS,2014.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,tbd,,Little Orbit,E
Penguins of Madagascar,3DS,2014.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,tbd,,Little Orbit,E,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,,
Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,,,DS,2008.0,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T
"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T,GBA,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,Treasure,E10+
Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,Treasure,E10+,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,
C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,tbd,,Starfish SD,E
Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,tbd,,Starfish SD,E,GBA,2002.0,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,tbd,,KCEA,E
Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,tbd,,KCEA,E,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E
Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8,6.0,Team 17,T
Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8,6.0,Team 17,T,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,
Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,,GBA,2001.0,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,,
Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,,,DS,2008.0,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,tbd,,Brash Entertainment,E
The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,tbd,,Brash Entertainment,E,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,tbd,,Plato,E10+
Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,tbd,,Plato,E10+,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8,5.0,Pandemic Studios,M
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8,5.0,Pandemic Studios,M,GEN,1993.0,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Streets of Rage 3,GEN,1993.0,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,tbd,,Ubisoft,E
Just Dance: Disney Party 2,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,tbd,,Ubisoft,E,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M
Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M,X360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,tbd,,Electronic Arts,E
Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,tbd,,Electronic Arts,E,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,,DS,2008.0,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6,9.0,Ubisoft,E
Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6,9.0,Ubisoft,E,DS,2008.0,Sports,Atari,0.05,0.01,0.0,0.0,0.07,,,,,,
My Horse & Me: Riding for Gold,DS,2008.0,Sports,Atari,0.05,0.01,0.0,0.0,0.07,,,,,,,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,
Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,Next Level Games,E
NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,Next Level Games,E,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,,
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,,,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,Revolution Software,T
Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,Revolution Software,T,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8,1473.0,Remedy Entertainment,T
Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8,1473.0,Remedy Entertainment,T,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,,
