MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
15451,High School DxD New,7.54,"Action, Harem, Comedy, Demons, Romance, Ecchi, School",High School DxD New,ハイスクールD×D NEW,TV,12,"Jul 7, 2013 to Sep 22, 2013",Summer 2013,"Genco, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1459.0,144,668482,4757,19634,585660,7406,9498,46284,62705.0,62177.0,108463.0,108816.0,50832.0,23544.0,10148.0,5017.0,2736.0,2384.0
15583,Date A Live,7.22,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",Date A Live,デート・ア・ライブ,TV,12,"Apr 6, 2013 to Jun 22, 2013",Spring 2013,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC PLUS+,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2670.0,123,725237,14111,26962,541505,12802,21904,122064,40889.0,48869.0,95751.0,114645.0,61003.0,31326.0,13951.0,6097.0,2972.0,2068.0
15605,Brothers Conflict,6.13,"Harem, Romance, Shoujo",Brothers Conflict,BROTHERS CONFLICT,TV,12,"Jul 2, 2013 to Sep 17, 2013",Summer 2013,"Kadokawa Shoten, Movic, DAX Production, Showgate, NBCUniversal Entertainment Japan",Funimation,Brain's Base,Novel,24 min. per ep.,PG-13 - Teens 13 or older,7678.0,1045,143313,823,6027,101512,3294,11044,21436,4709.0,5526.0,9044.0,15109.0,14838.0,11875.0,7372.0,4182.0,3081.0,2206.0
15613,Hakkenden: Touhou Hakken Ibun,7.44,"Action, Demons, Supernatural, Fantasy, Shoujo",Hakkenden -Eight Dogs of the East-,八犬伝 -東方八犬異聞-,TV,13,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1763.0,1441,96288,670,5009,50274,3618,4982,32405,3589.0,5205.0,9564.0,10518.0,5021.0,2518.0,926.0,347.0,167.0,130.0
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.28,"Action, Game, Mystery, Shounen",Phi Brain:Puzzle of God 3,ファイ・ブレイン 〜神のパズル 宿敵！レイツェル編,TV,25,"Oct 6, 2013 to Mar 23, 2014",Fall 2013,NHK,Sentai Filmworks,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,2439.0,2892,31633,43,1597,16537,1353,1269,10877,888.0,1326.0,2952.0,3545.0,1668.0,801.0,315.0,113.0,59.0,39.0
15689,Nekomonogatari: Kuro,7.98,"Comedy, Supernatural, Romance, Ecchi",Nekomonogatari Black,猫物語（黒）,TV,4,"Dec 31, 2012",Fall 2012,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),566.0,317,421717,1102,8773,336635,3465,1793,71051,31543.0,52687.0,94606.0,57047.0,16404.0,5261.0,1630.0,608.0,367.0,554.0
15699,Haiyore! Nyaruko-san W,7.28,"Sci-Fi, Comedy, Parody",Nyaruko:Crawling With Love! Second Season,這いよれ！ニャル子さん W,TV,12,"Apr 8, 2013 to Jul 1, 2013",Spring 2013,"Avex Entertainment, Sotsu, DIVE II Entertainment","NIS America, Inc.",Xebec,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2442.0,1010,147938,307,5869,104404,3528,3520,30617,5266.0,8825.0,19931.0,24266.0,11238.0,4737.0,1857.0,738.0,333.0,236.0
15809,Hataraku Maou-sama!,7.83,"Comedy, Demons, Supernatural, Romance, Fantasy",The Devil is a Part-Timer!,はたらく魔王さま!,TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite",Funimation,White Fox,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,776.0,62,1061216,9596,39724,839612,20128,16062,145690,59714.0,129447.0,226116.0,164510.0,53456.0,19310.0,5526.0,1756.0,703.0,663.0
15863,Ginga Kikoutai Majestic Prince,7.36,"Action, Mecha, School, Sci-Fi, Seinen, Space",Majestic Prince,銀河機攻隊 マジェスティックプリンス,TV,24,"Apr 4, 2013 to Sep 19, 2013",Spring 2013,"TV Tokyo, Sotsu, Kadokawa Shoten, KlockWorx, Bandai Namco Games, TOHO animation",Sentai Filmworks,"Doga Kobo, Orange",Manga,23 min. per ep.,PG-13 - Teens 13 or older,2062.0,2279,49347,161,3830,25316,2449,4181,13571,1313.0,2644.0,5887.0,6366.0,2982.0,1495.0,623.0,295.0,118.0,108.0
15883,Fantasista Doll,6.16,"Sci-Fi, Magic, Fantasy",Fantasista Doll,ファンタジスタドール,TV,12,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,"Amber Film Works, TOHO animation",Sentai Filmworks,"Hoods Entertainment, Production IMS",Original,23 min. per ep.,PG-13 - Teens 13 or older,7538.0,3327,24344,19,1562,10842,1300,3338,7302,343.0,426.0,1083.0,2202.0,2237.0,1679.0,948.0,404.0,201.0,121.0
15911,Yuyushiki,7.38,"Slice of Life, Comedy, School, Seinen",Yuyushiki,ゆゆ式,TV,12,"Apr 10, 2013 to Jun 26, 2013",Spring 2013,"Geneon Universal Entertainment, Magic Capsule, Showgate, Houbunsha, Exit Tunes",Sentai Filmworks,Kinema Citrus,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2006.0,1553,88623,564,5080,42054,3168,3549,34772,2324.0,4542.0,9099.0,10347.0,4680.0,2206.0,760.0,284.0,127.0,135.0
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.53,"Action, Super Power, Supernatural, Shounen",Unlimited Psychic Squad,絶対可憐チルドレン THE UNLIMITED 兵部京介,TV,12,"Jan 8, 2013 to Mar 26, 2013",Winter 2013,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio",Sentai Filmworks,Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),1479.0,1228,118590,364,6726,66029,3708,3431,38696,3800.0,7215.0,15353.0,15402.0,5898.0,2318.0,742.0,228.0,109.0,81.0
16009,Kamisama no Inai Nichiyoubi,7.35,"Adventure, Mystery, Fantasy",Sunday Without God,神さまのいない日曜日,TV,12,"Jul 7, 2013 to Sep 22, 2013",Summer 2013,"Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2110.0,784,190201,879,11067,101189,8779,11673,57493,6788.0,11606.0,21093.0,22428.0,11559.0,5849.0,2484.0,968.0,432.0,314.0
16011,Tokyo Ravens,7.53,"Action, Comedy, Supernatural, Magic, Romance, School",Tokyo Ravens,東京レイヴンズ,TV,24,"Oct 9, 2013 to Mar 26, 2014",Fall 2013,"Geneon Universal Entertainment, Movic, Bushiroad, Showgate, Tokyo MX, i0+, Fujimi Shobo",Funimation,8bit,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1475.0,355,375763,1926,22892,226432,13266,15947,97226,14140.0,25701.0,50715.0,48683.0,20868.0,9614.0,3561.0,1278.0,610.0,441.0
16035,Karneval (TV),7.14,"Action, Fantasy, Josei, Mystery, Sci-Fi",Karneval,カーニヴァル,TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,"Bandai Visual, Lantis, Ichijinsha",Funimation,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3050.0,842,178536,1173,10876,98473,8488,11907,48792,6447.0,9261.0,16316.0,21025.0,12408.0,6708.0,2982.0,1256.0,645.0,397.0
16049,Toaru Kagaku no Railgun S,8.06,"Action, Sci-Fi, Super Power",A Certain Scientific Railgun S,とある科学の超電磁砲S,TV,24,"Apr 12, 2013 to Sep 27, 2013",Spring 2013,"Geneon Universal Entertainment, Movic, AT-X, Warner Bros. Japan, ASCII Media Works",Funimation,J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),470.0,482,292223,6016,14432,199391,7596,4624,66180,20523.0,36288.0,53890.0,30611.0,8990.0,3057.0,904.0,285.0,151.0,179.0
16067,Nagi no Asu kara,8.09,"Drama, Fantasy, Romance",A Lull in the Sea,凪のあすから,TV,26,"Oct 3, 2013 to Apr 3, 2014",Fall 2013,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite","NIS America, Inc.",P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,429.0,269,466251,8952,29336,235756,21168,24038,155953,34676.0,48087.0,55698.0,34976.0,15272.0,7802.0,3753.0,1458.0,767.0,808.0
16157,Choujigen Game Neptune The Animation,6.99,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",Hyperdimension Neptunia,超次元ゲイム ネプテューヌ THE ANIMATION,TV,12,"Jul 12, 2013 to Sep 27, 2013",Summer 2013,"Frontier Works, Media Factory, Idea Factory, Magic Capsule",Funimation,David Production,Game,24 min. per ep.,PG-13 - Teens 13 or older,3668.0,1116,132095,1313,8015,64373,5798,8124,45785,4684.0,4864.0,9750.0,14745.0,9394.0,5320.0,2398.0,1132.0,613.0,463.0
16201,Aku no Hana,7.15,"Psychological, Drama, Romance, School, Shounen",Flowers of Evil,惡の華,TV,13,"Apr 5, 2013 to Jun 30, 2013",Spring 2013,"Starchild Records, Animax, Kodansha, KlockWorx, GANSIS",Sentai Filmworks,Zexcs,Manga,24 min. per ep.,R - 17+ (violence & profanity),2981.0,912,163372,2486,8579,67749,6484,15291,65269,6249.0,8929.0,13142.0,13078.0,8058.0,4586.0,3292.0,1732.0,1386.0,2039.0
16353,Love Lab,7.36,"Comedy, Romance, School",Love Lab,恋愛ラボ,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Aniplex, Dentsu, Mainichi Broadcasting System",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2067.0,929,159805,525,10059,78255,6188,7079,58224,3513.0,8152.0,18528.0,19912.0,8964.0,3882.0,1247.0,473.0,201.0,200.0
16355,Dansai Bunri no Crime Edge,6.72,"Action, Romance, Fantasy, Seinen",The Severing Crime Edge,断裁分離のクライムエッジ,TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,Media Factory,Sentai Filmworks,Studio Gokumi,Manga,24 min. per ep.,R - 17+ (violence & profanity),4808.0,1460,95547,164,5290,51458,4005,8575,26219,2018.0,3436.0,7598.0,11493.0,7956.0,4754.0,2552.0,1115.0,629.0,408.0
16397,Photokano,6.22,"Ecchi, Romance, School",Photo Kano,フォトカノ,TV,13,"Apr 5, 2013 to Jun 28, 2013",Spring 2013,"TBS, Enterbrain, BS-TBS, RAY",Sentai Filmworks,Madhouse,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,7274.0,1484,93558,123,6242,45399,3415,8680,29822,1368.0,2019.0,4822.0,9605.0,8829.0,5918.0,3243.0,1486.0,963.0,740.0
16417,Tamako Market,7.38,"Slice of Life, Comedy",Tamako Market,たまこまーけっと,TV,12,"Jan 10, 2013 to Mar 28, 2013",Winter 2013,"Animax, Pony Canyon, TBS, Animation Do",Sentai Filmworks,Kyoto Animation,Original,23 min. per ep.,PG-13 - Teens 13 or older,1997.0,478,296679,1229,16225,153961,10396,10494,105603,7963.0,14988.0,34734.0,39619.0,16917.0,7048.0,2149.0,818.0,370.0,330.0
16498,Shingeki no Kyojin,8.48,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan,進撃の巨人,TV,25,"Apr 7, 2013 to Sep 29, 2013",Spring 2013,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24 min. per ep.,R - 17+ (violence & profanity),115.0,2,2531397,129844,140753,2182587,37345,44635,126077,470882.0,514879.0,459113.0,220228.0,70768.0,31141.0,11805.0,4637.0,2707.0,4939.0
16512,Devil Survivor 2 The Animation,6.89,"Action, Demons, Supernatural",Devil Survivor 2 The Animation,デビルサバイバー２ THE ANIMATION,TV,13,"Apr 5, 2013 to Jun 28, 2013",Spring 2013,"Mainichi Broadcasting System, Pony Canyon, Showgate, Index",Sentai Filmworks,Bridge,Game,24 min. per ep.,R - 17+ (violence & profanity),4076.0,993,148907,527,8929,87019,6771,12740,33448,4925.0,7295.0,14042.0,19387.0,12325.0,7495.0,3841.0,1701.0,818.0,502.0
16524,Suisei no Gargantia,7.5,"Action, Sci-Fi, Adventure, Mecha",Gargantia on the Verdurous Planet,翠星のガルガンティア,TV,13,"Apr 7, 2013 to Jun 30, 2013",Spring 2013,"Bandai Visual, Yomiuri Telecasting, Lantis, Nitroplus, Bushiroad, Good Smile Company",VIZ Media,Production I.G,Original,23 min. per ep.,PG-13 - Teens 13 or older,1583.0,497,283656,1185,13000,195150,7344,8134,60028,9636.0,22779.0,46873.0,44743.0,18189.0,7344.0,2452.0,802.0,306.0,239.0
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.29,"Mystery, Horror, Psychological, School",Danganronpa:The Animation,ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate",Funimation,Lerche,Game,24 min. per ep.,R - 17+ (violence & profanity),2387.0,137,689579,8226,25858,515794,12054,19032,116841,34303.0,53726.0,98820.0,109005.0,56604.0,27625.0,12719.0,5238.0,2475.0,1653.0
16668,Kakumeiki Valvrave,7.17,"Action, Military, Space, Mecha",Valvrave the Liberator,革命機ヴァルヴレイヴ,TV,12,"Apr 12, 2013 to Jun 28, 2013",Spring 2013,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Aniplex of America,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2915.0,1036,143653,702,7232,87537,4016,6339,38529,4730.0,8483.0,17523.0,19562.0,9647.0,4713.0,2682.0,1228.0,695.0,499.0
16706,Kami nomi zo Shiru Sekai: Megami-hen,8.08,"Harem, Comedy, Supernatural, Romance, Shounen",The World God Only Knows:Goddesses,神のみぞ知るセカイ 女神篇,TV,12,"Jul 9, 2013 to Sep 24, 2013",Summer 2013,"TV Tokyo, Geneon Universal Entertainment, Shogakukan, Imagine",Sentai Filmworks,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,445.0,519,274320,1861,8746,212006,4731,4013,44824,22246.0,38802.0,50740.0,30945.0,10597.0,3928.0,1345.0,438.0,197.0,207.0
16732,Kiniro Mosaic,7.26,"Slice of Life, Comedy, School, Seinen",KINMOZA!,きんいろモザイク,TV,12,"Jul 6, 2013 to Sep 21, 2013",Summer 2013,"Media Factory, Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2530.0,961,153668,890,10022,69795,7226,7724,58901,3977.0,6637.0,14740.0,18246.0,8699.0,4373.0,1417.0,539.0,234.0,224.0
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.04,"Slice of Life, Comedy, School","WataMote:No Matter How I Look At It, It's You Guys' Fault I'm Unpopular!",私がモテないのはどう考えてもお前らが悪い!,TV,12,"Jul 9, 2013 to Sep 24, 2013",Summer 2013,"TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare",Sentai Filmworks,SILVER LINK.,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,3514.0,227,510608,4673,28905,320109,21791,38331,101472,19035.0,30286.0,60643.0,74743.0,43341.0,22499.0,12192.0,5325.0,3115.0,2593.0
16890,Makai Ouji: Devils and Realist,7.06,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei",Devils and Realist,魔界王子 devils and realist,TV,12,"Jul 8, 2013 to Sep 23, 2013",Summer 2013,"TV Tokyo, Sotsu",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3407.0,1431,96785,409,6169,48726,3821,6472,31597,2776.0,4083.0,7476.0,10701.0,6486.0,3567.0,1529.0,624.0,339.0,224.0
16918,Gin no Saji,8.11,"Comedy, School, Shounen, Slice of Life",Silver Spoon,銀の匙,TV,11,"Jul 12, 2013 to Sep 20, 2013",Summer 2013,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Manga,23 min. per ep.,PG-13 - Teens 13 or older,396.0,628,231006,2389,10658,131106,7531,6882,74829,11617.0,27949.0,39720.0,20037.0,5715.0,2232.0,680.0,248.0,111.0,159.0
16982,Hayate no Gotoku! Cuties,7.05,"Comedy, Harem, Parody, Romance, Shounen",Hayate the Combat Butler! Cuties,ハヤテのごとく！ Cuties,TV,12,"Apr 9, 2013 to Jul 2, 2013",Spring 2013,TV Tokyo,Sentai Filmworks,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3464.0,2625,37759,60,1442,23772,1018,1167,10360,1071.0,1546.0,3754.0,5610.0,2974.0,1318.0,563.0,242.0,105.0,77.0
17074,Monogatari Series: Second Season,8.78,"Mystery, Comedy, Supernatural, Romance, Vampire",Monogatari Series:Second Season,〈物語〉シリーズ セカンドシーズン,TV,26,"Jul 7, 2013 to Dec 29, 2013",Summer 2013,"Aniplex, Kodansha, Cyclone Graphics",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),29.0,232,509401,19644,34059,336572,15731,5433,117606,81440.0,96313.0,63407.0,22459.0,5861.0,2350.0,1065.0,531.0,302.0,827.0
17115,Pokemon Best Wishes! Season 2: Episode N,6.68,"Action, Adventure, Comedy, Kids, Fantasy",Pokémon:Black & White:Adventures in Unova,ポケットモンスター ベストウイッシュ シーズン2 エピソードN,TV,14,"Jan 17, 2013 to Apr 18, 2013",Winter 2013,TV Tokyo,The Pokemon Company International,OLM,Game,22 min. per ep.,PG - Children,5016.0,2906,31492,100,503,25041,470,544,4934,1067.0,1156.0,2611.0,5097.0,3813.0,2164.0,783.0,349.0,152.0,120.0
17247,Machine-Doll wa Kizutsukanai,7.15,"Action, Ecchi, Fantasy, School",Unbreakable Machine-Doll,機巧少女〈マシンドール〉は傷つかない,TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,"Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate",Funimation,Lerche,Light novel,23 min. per ep.,R+ - Mild Nudity,3003.0,553,264089,658,13661,174310,7149,9507,59462,7926.0,13658.0,31633.0,40093.0,20938.0,10114.0,4004.0,1653.0,724.0,444.0
17265,Log Horizon,8.0,"Action, Game, Adventure, Magic, Fantasy",Log Horizon,ログ・ホライズン,TV,25,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,NHK,Sentai Filmworks,Satelight,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,538.0,91,872925,10085,54172,571062,32386,35518,179787,51370.0,108395.0,154775.0,93431.0,31289.0,14117.0,5295.0,1853.0,862.0,862.0
17389,Kingdom 2nd Season,8.39,"Action, Military, Historical, Seinen",Kingdom:Season 2,キングダム 第2シリーズ,TV,39,"Jun 8, 2013 to Mar 2, 2014",Summer 2013,NHK,Funimation,Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),161.0,1675,79350,698,4223,47556,1496,1323,24752,6849.0,11885.0,11606.0,4776.0,1449.0,554.0,286.0,105.0,72.0,313.0
17513,Diabolik Lovers,5.3,"Harem, School, Shoujo, Vampire",Diabolik Lovers,DIABOLIK LOVERS,TV,12,"Sep 16, 2013 to Dec 9, 2013",Fall 2013,"Frontier Works, Idea Factory, Showgate",Sentai Filmworks,Zexcs,Visual novel,15 min. per ep.,R - 17+ (violence & profanity),10136.0,590,247790,1920,10319,177270,4560,23384,32257,7857.0,6907.0,11066.0,18864.0,23177.0,21690.0,18553.0,12023.0,11505.0,10969.0
17549,Non Non Biyori,7.95,"Comedy, School, Seinen, Slice of Life",Non Non Biyori,のんのんびより,TV,12,"Oct 8, 2013 to Dec 24, 2013",Fall 2013,"TV Tokyo, Lantis, Media Factory, Kadokawa Shoten, AT-X, Sony Music Communications",Sentai Filmworks,SILVER LINK.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,601.0,481,295922,4637,18611,150764,11073,8129,107345,15354.0,25523.0,42617.0,27951.0,9208.0,3689.0,1083.0,387.0,188.0,245.0
17651,Genei wo Kakeru Taiyou,6.42,Magic,Day Break Illusion,幻影ヲ駆ケル太陽,TV,13,"Jul 6, 2013 to Sep 28, 2013",Summer 2013,"Aniplex, Nihon Ad Systems, Bushiroad, Good Smile Company, Asahi Broadcasting",Aniplex of America,AIC,Original,24 min. per ep.,R - 17+ (violence & profanity),6314.0,2316,47877,115,2936,21477,2328,4770,16366,684.0,1186.0,2741.0,4857.0,3923.0,2600.0,1409.0,755.0,309.0,191.0
17681,Zettai Bouei Leviathan,6.31,"Fantasy, Magic, Comedy",Leviathan:The Last Defense,絶対防衛レヴィアタン,TV,13,"Apr 6, 2013 to Jul 6, 2013",Spring 2013,"TV Tokyo, ZERO-A, GREE",Sentai Filmworks,Gonzo,Game,20 min. per ep.,PG-13 - Teens 13 or older,6860.0,3265,25216,37,1636,12106,1159,2873,7442,362.0,480.0,1236.0,2536.0,2427.0,1736.0,804.0,356.0,211.0,130.0
17729,Grisaia no Kajitsu,7.55,"Drama, Harem, Psychological, Romance, School",The Fruit of Grisaia,グリザイアの果実,TV,13,"Oct 5, 2014 to Dec 28, 2014",Fall 2014,"Frontier Works, AT-X, Bushiroad, NBCUniversal Entertainment Japan",Sentai Filmworks,8bit,Visual novel,23 min. per ep.,R+ - Mild Nudity,1428.0,284,453783,3723,21475,310342,10108,14700,97158,23445.0,36475.0,68857.0,62256.0,26349.0,11390.0,5228.0,2290.0,1146.0,883.0
17741,Kimi no Iru Machi,6.94,"Slice of Life, Drama, Romance, Shounen",A Town Where You Live,君のいる町,TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"TV Tokyo, ZERO-A",Nozomi Entertainment,Gonzo,Manga,20 min. per ep.,R+ - Mild Nudity,3846.0,1195,123213,525,6241,66188,3409,5276,42099,3784.0,5502.0,10422.0,14699.0,8849.0,4646.0,2506.0,1143.0,633.0,627.0
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.27,"Comedy, Ecchi, Romance, Shounen, Supernatural","Recently, my sister is unusual.",最近、妹のようすがちょっとおかしいんだが。,TV,12,"Jan 4, 2014 to Mar 23, 2014",Winter 2014,"Lantis, Magic Capsule","Discotek Media, Crunchyroll",Project No.9,Manga,23 min. per ep.,R+ - Mild Nudity,7010.0,1083,136125,157,7462,82423,3781,8226,34233,2462.0,3153.0,8348.0,16507.0,15315.0,8608.0,4842.0,2453.0,1617.0,1310.0
17821,Stella Jogakuin Koutou-ka C³-bu,6.54,"Military, School, Sports","Stella Women's Academy, High School Division Class C³",ステラ女学院高等科C³部（しーきゅーぶ）,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Pony Canyon, TBS, RAY",Sentai Filmworks,Gainax,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5705.0,2286,49175,75,3146,23303,2153,4370,16203,654.0,1185.0,3203.0,5798.0,4539.0,2540.0,1225.0,541.0,200.0,141.0
17827,Daitoshokan no Hitsujikai,6.93,"Harem, Romance, School",A Good Librarian Like a Good Shepherd,大図書館の羊飼い,TV,12,"Oct 9, 2014 to Dec 25, 2014",Fall 2014,"Hobibox, Brave Hearts, DMM.com Labo, TIS",Funimation,"Hoods Entertainment, Felix Film",Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3901.0,1347,105260,194,6977,58388,3505,4925,31465,2247.0,3463.0,8834.0,15011.0,8749.0,4525.0,1592.0,596.0,276.0,184.0
17831,Inu to Hasami wa Tsukaiyou,6.58,"Comedy, Supernatural",Dog & Scissors,犬とハサミは使いよう,TV,12,"Jul 2, 2013 to Sep 17, 2013",Summer 2013,"Avex Entertainment, DLE, Enterbrain, Studio Mausu, Xing",Sentai Filmworks,Gonzo,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5481.0,1246,115924,232,6772,71345,3954,9377,24476,2521.0,4019.0,9571.0,15951.0,11653.0,6836.0,3562.0,1714.0,1001.0,604.0
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,6.3,"Action, Adventure, Comedy, Kids, Fantasy",Pokémon:Black & White:Adventures in Unova and Beyond,ポケットモンスター ベストウイッシュ シーズン２ デコロラアドベンチャー,TV,20,"Apr 25, 2013 to Sep 26, 2013",Spring 2013,TV Tokyo,The Pokemon Company International,OLM,Game,22 min. per ep.,PG - Children,6863.0,3009,29381,25,480,23313,431,607,4550,892.0,814.0,1830.0,3812.0,4044.0,2523.0,1196.0,528.0,282.0,206.0
17895,Golden Time,7.78,"Comedy, Drama, Romance",Golden Time,ゴールデンタイム,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Genco, Starchild Records",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,855.0,138,688649,9875,39602,442612,25435,30567,150433,47678.0,70865.0,106762.0,81602.0,34441.0,16195.0,7597.0,2963.0,1551.0,1328.0
17909,Uchouten Kazoku,7.88,"Slice of Life, Comedy, Demons, Drama, Fantasy",The Eccentric Family,有頂天家族,TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company","NIS America, Inc.",P.A. Works,Novel,24 min. per ep.,PG-13 - Teens 13 or older,702.0,1074,137249,1349,7967,54812,5408,5279,63783,4606.0,9988.0,15648.0,10194.0,3652.0,1568.0,632.0,218.0,135.0,134.0
17919,Houkago no Pleiades (TV),6.72,"Magic, Space",Wish Upon the Pleiades,放課後のプレアデス,TV,12,"Apr 9, 2015 to Jun 25, 2015",Spring 2015,"Dentsu, Warner Bros. Japan, KlockWorx, Showgate, BS Fuji, Lawson HMV Entertainment, Dentsu Razorfish, SUBARU",Sentai Filmworks,Gainax,Original,23 min. per ep.,PG-13 - Teens 13 or older,4798.0,2919,30955,101,1915,12763,1426,3309,11542,602.0,842.0,1773.0,2890.0,2288.0,1470.0,694.0,263.0,153.0,81.0
18001,Freezing Vibration,6.82,"Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",Freezing Vibration,フリージング ヴァイブレーション,TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Media Factory, Eswood",Funimation,A.C.G.T.,Manga,23 min. per ep.,R+ - Mild Nudity,4340.0,1068,138170,208,5624,103200,3770,4972,20604,4547.0,6526.0,13924.0,21417.0,13956.0,7413.0,3912.0,1625.0,857.0,630.0
18041,Rozen Maiden (2013),7.35,"Action, Comedy, Drama, Magic, Seinen",Rozen Maiden:Zurückspulen,ローゼンメイデン (2013),TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,TBS,Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2127.0,1861,66365,222,3320,37540,2750,3370,19385,1892.0,3512.0,7699.0,8524.0,3993.0,1809.0,695.0,233.0,127.0,99.0
